Employee_ID,Employee_Name,Department,Role,Base_Salary,Overtime_Hours,Overtime_Pay,Bonuses,Deductions,Net_Pay
291,Employee_45,Marketing,SEO Specialist,78414.73,16.97,959.64,2758.34,7516.58,74616.13
292,Employee_453,Product,Product Manager,122235.24,6.87,605.59,9171.48,17542.75,114469.56
293,Employee_104,Finance,Financial Analyst,71175.06,6.71,344.41,13412.22,9521.06,75410.63
294,Employee_139,Product,Product Manager,111263.01,0.05,4.01,14570.92,7027.31,118810.63
295,Employee_465,Marketing,SEO Specialist,71726.32,4.03,208.45,2414.23,7225.01,67123.99
296,Employee_57,Sales,Sales Executive,111384.62,18.62,1495.66,14076.59,8076.61,118880.26
297,Employee_368,Product,Product Manager,131026.37,11.62,1097.98,24511.01,17877.03,138758.33
298,Employee_88,Customer Support,Customer Success Manager,78272.54,6.23,351.66,11510.31,6581.73,83552.78
299,Employee_60,Product,Product Manager,144850.02,3.83,400.08,10476.97,17046.48,138680.59
300,Employee_48,Customer Support,Support Specialist,55796.53,10.13,407.61,199.85,7191.09,49212.9
301,Employee_272,Customer Support,Support Specialist,55422.76,1.32,52.76,5433.35,7455.8,53453.07
302,Employee_455,Customer Support,Customer Success Manager,72003.34,1.33,69.06,13425.63,10382.31,75115.72
303,Employee_160,Marketing,Marketing Manager,91951.98,2.86,189.65,12534.13,13131.97,91543.79
304,Employee_317,Marketing,Marketing Manager,97191.0,16.54,1159.28,5229.7,6248.62,97331.36
305,Employee_329,Sales,Sales Executive,117167.07,5.58,471.48,13885.45,8988.56,122535.44
306,Employee_231,Customer Support,Customer Success Manager,77892.29,1.94,108.97,3860.56,7665.83,74195.99
307,Employee_112,Customer Support,Customer Success Manager,71894.09,8.92,462.47,5491.92,6464.59,71383.89
308,Employee_159,Sales,Sales Executive,115150.24,17.24,1431.63,14664.4,13058.36,118187.91
309,Employee_181,Sales,Account Manager,95002.11,9.05,620.03,7760.77,6973.96,96408.95
310,Employee_355,HR,Recruiter,74244.99,4.77,255.4,13755.3,6304.31,81951.38
311,Employee_429,Product,Product Manager,149748.91,17.16,1853.14,22302.76,15330.7,158574.11
312,Employee_43,Customer Support,Customer Success Manager,85479.14,15.05,927.74,6503.83,7453.13,85457.58
313,Employee_181,Sales,Account Manager,95002.11,6.11,418.6,183.12,10147.25,85456.58
314,Employee_139,Product,Product Manager,111263.01,4.2,337.0,15887.92,7278.01,120209.92
315,Employee_134,Product,Product Manager,121238.56,16.2,1416.39,389.66,17694.47,105350.14
316,Employee_100,Finance,Accountant,61247.51,9.25,408.56,7381.9,7859.77,61178.2
317,Employee_271,Marketing,Marketing Manager,96974.79,18.19,1272.09,5978.46,10388.37,93836.97
318,Employee_273,Marketing,SEO Specialist,69302.94,19.97,998.06,2180.19,7918.23,64562.96
319,Employee_33,HR,HR Manager,96685.83,4.08,284.48,17063.64,5648.34,108385.61
320,Employee_360,Product,Product Manager,157823.11,19.47,2215.97,10405.13,11433.86,159010.35
321,Employee_213,Customer Support,Support Specialist,69727.7,12.06,606.43,11676.12,4681.63,77328.62
322,Employee_391,Customer Support,Support Specialist,67578.87,8.85,431.3,10227.65,7090.66,71147.16
323,Employee_486,Customer Support,Customer Success Manager,78812.07,15.14,860.49,9672.75,8584.44,80760.87
324,Employee_112,Customer Support,Customer Success Manager,71894.09,4.28,221.9,1181.99,6526.26,66771.72
325,Employee_37,Sales,Account Manager,95149.94,1.15,78.91,15171.32,11999.14,98401.03
326,Employee_465,Marketing,SEO Specialist,71726.32,13.78,712.78,7406.39,6883.85,72961.64
327,Employee_378,Engineering,DevOps Engineer,103796.51,3.2,239.53,7488.74,13910.57,97614.21
328,Employee_165,Product,UI/UX Designer,83457.92,0.37,22.27,9315.27,10021.29,82774.17
329,Employee_238,Marketing,SEO Specialist,71757.68,1.15,59.51,3879.99,5688.03,70009.15
330,Employee_187,Product,UI/UX Designer,96225.14,6.81,472.57,433.81,5669.93,91461.59
331,Employee_27,Engineering,Software Engineer,103921.89,17.53,1313.76,8969.43,7474.28,106730.8
332,Employee_239,Sales,Account Manager,105780.48,15.66,1194.61,8271.91,15667.9,99579.1
333,Employee_262,HR,Recruiter,75192.06,3.54,191.96,13119.71,10381.29,78122.44
334,Employee_259,Customer Support,Customer Success Manager,89825.95,15.76,1020.91,12078.22,9714.79,93210.29
335,Employee_467,Customer Support,Support Specialist,65511.45,1.45,68.5,8747.6,7177.22,67150.33
336,Employee_386,Marketing,Marketing Manager,99532.07,2.72,195.24,6377.17,7735.27,98369.21
337,Employee_481,HR,Recruiter,79195.58,13.57,775.01,11294.33,5429.99,85834.93
338,Employee_399,Sales,Sales Executive,89522.7,9.17,592.01,2583.69,8909.56,83788.84
339,Employee_72,Engineering,DevOps Engineer,122787.5,4.36,386.07,23855.34,13775.07,133253.84
340,Employee_210,Product,Product Manager,127959.35,14.98,1382.33,14402.32,6911.64,136832.36
341,Employee_406,Marketing,Marketing Manager,103274.64,7.47,556.34,19386.18,15297.8,107919.36
342,Employee_122,Product,Product Manager,148996.86,5.27,566.26,8690.33,21522.87,136730.58
343,Employee_182,Engineering,Software Engineer,124625.35,2.87,257.94,20587.31,16370.21,129100.39
344,Employee_460,HR,Recruiter,79689.64,5.0,287.34,15543.52,9423.38,86097.12
345,Employee_241,HR,Recruiter,60076.0,0.2,8.66,359.33,6441.44,54002.55
346,Employee_311,Marketing,SEO Specialist,84170.52,11.36,689.55,9013.4,11066.73,82806.74
347,Employee_295,Product,UI/UX Designer,89391.46,4.38,282.36,4707.7,7640.78,86740.74
348,Employee_108,HR,Recruiter,64312.62,2.29,106.21,5977.01,9100.14,61295.7
349,Employee_431,Finance,Financial Analyst,78820.37,4.1,233.05,4594.34,7251.8,76395.96
350,Employee_184,Product,Product Manager,132204.26,5.2,495.77,252.34,10128.88,122823.49
351,Employee_337,Sales,Account Manager,101678.67,2.25,164.98,11963.5,14053.96,99753.19
352,Employee_134,Product,Product Manager,121238.56,9.04,790.38,13597.5,7611.12,128015.32
353,Employee_197,HR,Recruiter,76035.51,2.62,143.66,6966.43,5029.01,78116.59
354,Employee_406,Marketing,Marketing Manager,103274.64,1.71,127.36,19266.61,8871.56,113797.05
355,Employee_394,Marketing,Marketing Manager,100815.91,9.25,672.51,5893.24,10948.19,96433.47
356,Employee_437,HR,Recruiter,62033.47,5.44,243.36,8081.98,7637.4,62721.41
357,Employee_296,Marketing,Marketing Manager,106087.73,2.48,189.73,4926.34,7617.82,103585.98
358,Employee_436,Sales,Account Manager,88877.79,13.69,877.45,8001.57,8312.08,89444.73
359,Employee_170,Product,Product Manager,119576.64,16.93,1459.93,4814.48,6276.41,119574.64
360,Employee_328,Engineering,DevOps Engineer,105929.64,12.07,922.05,5490.08,9762.15,102579.62
361,Employee_179,Marketing,SEO Specialist,63516.22,15.72,720.05,12384.37,9053.72,67566.92
362,Employee_212,Finance,Financial Analyst,86256.69,10.24,636.97,5869.87,5052.26,87711.27
363,Employee_103,Marketing,SEO Specialist,86342.95,6.48,403.49,4199.38,7717.46,83228.36
364,Employee_116,Product,UI/UX Designer,113572.05,17.44,1428.39,8127.42,10417.91,112709.95
365,Employee_267,Finance,Accountant,75095.24,18.76,1015.95,1166.41,5127.94,72149.66
366,Employee_444,Customer Support,Customer Success Manager,74527.22,6.64,356.87,12614.89,5653.4,81845.58
367,Employee_462,Sales,Account Manager,84405.31,8.98,546.61,9213.52,6334.28,87831.16
368,Employee_148,HR,Recruiter,73983.8,9.7,517.53,1705.97,7805.22,68402.08
369,Employee_273,Marketing,SEO Specialist,69302.94,1.34,66.97,6291.74,7124.68,68536.97
370,Employee_272,Customer Support,Support Specialist,55422.76,10.32,412.47,3945.16,5268.88,54511.51
371,Employee_483,HR,Recruiter,75872.64,9.47,518.16,1163.23,5989.07,71564.96
372,Employee_13,Engineering,DevOps Engineer,127605.42,14.27,1313.17,25507.6,19086.35,135339.84
373,Employee_368,Product,Product Manager,131026.37,12.3,1162.23,13906.78,10940.7,135154.68
374,Employee_221,Product,UI/UX Designer,113858.89,4.14,339.93,18912.62,12312.89,120798.55
375,Employee_166,Marketing,Marketing Manager,105627.26,11.25,856.95,11370.1,8391.37,109462.94
376,Employee_130,Product,Product Manager,120880.4,15.78,1375.6,10299.14,12735.09,119820.05
377,Employee_192,Customer Support,Customer Success Manager,81324.22,17.23,1010.49,7935.66,6198.29,84072.08
378,Employee_204,Sales,Sales Executive,104541.17,2.24,168.87,9977.34,10251.63,104435.75
379,Employee_309,Product,Product Manager,111718.14,5.4,435.06,4241.89,11011.29,105383.8
380,Employee_67,Finance,Financial Analyst,76158.95,13.48,740.35,12329.84,10962.12,78267.02
381,Employee_5,Marketing,SEO Specialist,63367.25,3.95,180.51,11744.66,4501.21,70791.21
382,Employee_1,Engineering,Data Scientist,131591.23,0.3,28.47,1007.04,19001.43,113625.31
383,Employee_293,Customer Support,Support Specialist,59459.26,19.16,821.57,7588.82,4544.17,63325.48
384,Employee_2,Engineering,DevOps Engineer,99404.0,3.64,260.94,10010.5,10149.92,99525.52
385,Employee_156,Customer Support,Customer Success Manager,70001.96,7.61,384.17,3209.71,9065.04,64530.8
386,Employee_428,HR,Recruiter,68537.75,3.69,182.38,3707.37,5494.4,66933.1
387,Employee_21,Marketing,Marketing Manager,101228.5,4.55,332.16,3243.01,9918.17,94885.5
388,Employee_80,HR,HR Manager,89721.21,5.33,344.87,10148.91,9710.11,90504.88
389,Employee_178,Product,Product Manager,137275.37,16.16,1599.79,23997.68,8690.84,154182.0
390,Employee_126,Engineering,DevOps Engineer,118802.64,16.75,1435.06,15026.43,16729.03,118535.1
391,Employee_500,Sales,Sales Executive,98947.75,17.14,1223.05,8409.91,7636.88,100943.83
392,Employee_275,Sales,Sales Executive,88385.37,3.88,247.31,6917.25,11619.32,83930.61
393,Employee_171,Marketing,SEO Specialist,66355.47,0.67,32.06,8127.7,3403.62,71111.61
394,Employee_429,Product,Product Manager,149748.91,13.17,1422.25,7100.1,19860.36,138410.9
395,Employee_383,Product,UI/UX Designer,118502.28,11.28,963.97,2124.42,15754.92,105835.75
396,Employee_61,Marketing,SEO Specialist,85105.8,8.64,530.27,9106.18,6804.75,87937.5
397,Employee_156,Customer Support,Customer Success Manager,70001.96,2.76,139.33,10767.85,5756.66,75152.48
398,Employee_178,Product,Product Manager,137275.37,9.13,903.84,9507.94,12959.93,134727.22
399,Employee_47,HR,Recruiter,69703.57,14.89,748.48,5020.91,5794.73,69678.23
400,Employee_109,Engineering,Data Scientist,137639.01,11.04,1095.82,24719.43,14103.78,149350.48
401,Employee_131,HR,HR Manager,70126.21,7.36,372.21,496.41,5963.62,65031.21
402,Employee_264,HR,Recruiter,76610.05,12.46,688.39,8055.38,4285.36,81068.46
403,Employee_218,Sales,Sales Executive,116810.75,10.14,854.18,16300.33,6268.24,127697.02
404,Employee_483,HR,Recruiter,75872.64,17.56,960.81,5648.66,6659.65,75822.46
405,Employee_30,Engineering,Software Engineer,116960.69,1.33,112.18,515.57,12561.59,105026.85
406,Employee_24,Product,Product Manager,147020.56,16.74,1774.85,28372.38,12597.45,164570.34
407,Employee_218,Sales,Sales Executive,116810.75,3.51,295.68,18399.37,8463.21,127042.59
408,Employee_261,Engineering,DevOps Engineer,107284.06,2.49,192.65,6965.1,14544.51,99897.3
409,Employee_459,Finance,Financial Analyst,77493.09,15.89,888.0,4032.27,9790.83,72622.53
410,Employee_325,Finance,Financial Analyst,75453.15,14.44,785.73,10459.38,10760.95,75937.31
411,Employee_415,Engineering,DevOps Engineer,115025.91,5.54,459.55,15438.02,12010.59,118912.89
412,Employee_441,HR,HR Manager,70181.8,2.37,119.95,2534.96,6417.8,66418.91
413,Employee_253,Sales,Account Manager,103007.38,13.5,1002.84,13119.18,11672.18,105457.22
414,Employee_291,Customer Support,Customer Success Manager,81411.1,10.98,644.64,14363.13,8785.17,87633.7
415,Employee_269,HR,HR Manager,72400.4,11.6,605.66,12737.23,9410.17,76333.12
416,Employee_68,Finance,Financial Analyst,82135.3,4.46,264.18,10213.86,10084.02,82529.32
417,Employee_482,Finance,Accountant,83176.23,9.98,598.63,2366.94,9711.36,76430.44
418,Employee_371,Marketing,SEO Specialist,86255.93,4.4,273.7,4760.85,7254.02,84036.46
419,Employee_390,Finance,Accountant,78539.42,1.83,103.65,2530.42,8923.19,72250.3
420,Employee_332,Finance,Financial Analyst,92894.33,17.06,1142.87,5703.77,4775.17,94965.8
421,Employee_142,Customer Support,Customer Success Manager,83188.19,11.64,698.3,9191.44,11699.65,81378.28
422,Employee_132,Sales,Account Manager,75065.28,16.26,880.21,12227.73,6660.56,81512.66
423,Employee_195,Finance,Financial Analyst,74309.51,14.1,755.6,7351.49,8092.45,74324.15
424,Employee_14,Customer Support,Support Specialist,69359.67,2.54,127.05,12414.45,10091.0,71810.17
425,Employee_189,Customer Support,Support Specialist,51483.06,8.52,316.32,2848.93,4563.87,50084.44
426,Employee_43,Customer Support,Customer Success Manager,85479.14,13.02,802.6,5469.44,4909.67,86841.51
427,Employee_312,Product,Product Manager,119284.49,0.83,71.4,9636.23,11716.51,117275.61
428,Employee_389,Sales,Sales Executive,76662.36,19.51,1078.62,14091.21,7253.77,84578.42
429,Employee_452,Product,UI/UX Designer,106873.4,18.26,1407.34,17591.67,7980.55,117891.86
430,Employee_180,Marketing,Marketing Manager,76947.3,16.41,910.6,8232.4,4261.6,81828.7
431,Employee_139,Product,Product Manager,111263.01,17.06,1368.86,18933.59,7756.23,123809.23
432,Employee_398,Product,UI/UX Designer,80175.88,2.1,121.42,9908.86,8947.45,81258.71
433,Employee_194,Finance,Financial Analyst,80900.03,18.2,1061.81,9610.68,10113.64,81458.88
434,Employee_133,Customer Support,Customer Success Manager,86270.51,6.7,416.84,5915.93,6211.84,86391.44
435,Employee_175,Engineering,Data Scientist,152038.11,16.3,1787.18,15131.06,16243.16,152713.19
436,Employee_313,Sales,Account Manager,92016.18,13.21,876.59,12836.48,9495.44,96233.81
437,Employee_42,Marketing,Marketing Manager,98215.0,8.66,613.37,1312.01,13180.24,86960.14
438,Employee_481,HR,Recruiter,79195.58,16.01,914.37,1277.19,7367.04,74020.1
439,Employee_142,Customer Support,Customer Success Manager,83188.19,4.17,250.16,266.2,8292.37,75412.18
440,Employee_405,Sales,Account Manager,76014.32,10.79,591.49,12078.5,8504.52,80179.79
441,Employee_497,Product,UI/UX Designer,88729.23,2.95,188.76,874.18,7690.99,82101.18
442,Employee_312,Product,Product Manager,119284.49,7.39,635.71,17980.89,16483.93,121417.16
443,Employee_495,Engineering,Software Engineer,90164.25,16.56,1076.77,8380.96,9536.12,90085.86
444,Employee_163,Product,Product Manager,120104.64,1.17,101.34,2556.63,13098.81,109663.8
445,Employee_234,HR,Recruiter,64907.31,14.57,681.99,8564.07,5740.45,68412.92
446,Employee_5,Marketing,SEO Specialist,63367.25,1.13,51.64,1609.87,8525.4,56503.36
447,Employee_484,Engineering,Software Engineer,101671.36,1.98,145.17,6648.75,10523.88,97941.4
448,Employee_433,Engineering,DevOps Engineer,106958.96,1.23,94.87,269.28,8013.49,99309.62
449,Employee_248,Engineering,Data Scientist,145613.28,2.18,228.92,15869.17,13387.14,148324.23
450,Employee_350,Customer Support,Customer Success Manager,70966.98,15.18,776.88,3054.57,8383.31,66415.12
451,Employee_211,Engineering,Software Engineer,111808.28,5.93,478.14,6335.07,8076.08,110545.41
452,Employee_46,Customer Support,Support Specialist,54619.22,14.52,571.93,8158.71,7679.36,55670.5
453,Employee_92,HR,Recruiter,70659.98,17.17,874.93,6084.01,3540.42,74078.5
454,Employee_437,HR,Recruiter,62033.47,18.16,812.4,12138.38,8031.21,66953.04
455,Employee_445,HR,Recruiter,79579.27,9.25,530.85,4013.06,10363.94,73759.24
456,Employee_95,Marketing,Marketing Manager,93792.09,8.4,568.16,7099.91,11500.32,89959.84
457,Employee_240,Customer Support,Support Specialist,54892.73,16.21,641.69,4390.55,5627.08,54297.89
458,Employee_208,Engineering,Data Scientist,122722.27,17.13,1516.03,11256.29,14258.51,121236.08
459,Employee_89,Customer Support,Customer Success Manager,74171.99,14.64,783.09,10577.86,7158.01,78374.93
460,Employee_429,Product,Product Manager,149748.91,11.67,1260.27,8000.85,11827.91,147182.12
461,Employee_79,Engineering,Software Engineer,113808.36,14.64,1201.55,471.85,14648.0,100833.76
462,Employee_344,Sales,Account Manager,97937.69,15.06,1063.66,6343.07,9933.07,95411.35
463,Employee_367,HR,Recruiter,74387.34,12.44,667.34,14074.79,4073.25,85056.22
464,Employee_379,HR,Recruiter,75285.44,13.42,728.6,3084.35,9121.6,69976.79
465,Employee_47,HR,Recruiter,69703.57,9.04,454.41,10211.64,7228.15,73141.47
466,Employee_422,Engineering,DevOps Engineer,115836.27,19.94,1665.7,16395.08,11128.57,122768.48
467,Employee_341,Product,UI/UX Designer,103161.6,18.08,1345.07,1631.5,6858.94,99279.23
468,Employee_254,Finance,Accountant,82933.2,15.32,916.25,7712.23,7647.26,83914.42
469,Employee_224,Engineering,Data Scientist,113824.7,10.67,875.85,20513.21,13921.6,121292.16
470,Employee_467,Customer Support,Support Specialist,65511.45,1.6,75.59,11235.93,3446.46,73376.51
471,Employee_351,Finance,Financial Analyst,80067.6,9.54,550.85,13659.28,4592.14,89685.59
472,Employee_87,Sales,Account Manager,80684.32,17.29,1006.03,1327.75,6071.26,76946.84
473,Employee_186,Product,Product Manager,117465.53,17.15,1452.79,12769.13,17410.29,114277.16
474,Employee_221,Product,UI/UX Designer,113858.89,8.41,690.54,12765.65,14912.02,112403.06
475,Employee_268,Sales,Sales Executive,73950.45,4.69,250.12,11560.61,5926.76,79834.42
476,Employee_446,HR,HR Manager,84320.81,9.71,590.45,1468.91,12052.51,74327.66
477,Employee_196,Marketing,Marketing Manager,88603.71,1.76,112.46,8508.56,5811.53,91413.2
478,Employee_56,Engineering,Software Engineer,131539.74,12.46,1181.96,19502.17,6837.42,145386.45
479,Employee_296,Marketing,Marketing Manager,106087.73,6.09,465.92,10264.17,11794.73,105023.09
480,Employee_365,Marketing,SEO Specialist,67548.02,15.21,740.92,11285.33,4212.14,75362.13
481,Employee_400,Engineering,Software Engineer,135118.26,13.28,1294.02,9895.97,12184.0,134124.25
482,Employee_241,HR,Recruiter,60076.0,13.82,598.74,816.69,8116.91,53374.52
483,Employee_229,Finance,Financial Analyst,83373.71,4.08,245.31,9227.77,11658.04,81188.75
484,Employee_380,Engineering,Data Scientist,154624.44,16.64,1855.49,24590.67,15772.36,165298.24
485,Employee_425,Customer Support,Customer Success Manager,77596.42,5.57,311.69,14087.04,8226.49,83768.66
486,Employee_172,Marketing,Marketing Manager,76977.31,0.87,48.3,942.53,8544.7,69423.44
487,Employee_384,Sales,Sales Executive,73186.37,16.82,887.74,8202.47,4253.33,78023.25
488,Employee_345,Product,Product Manager,135486.09,5.2,508.07,5358.41,10069.64,131282.93
489,Employee_13,Engineering,DevOps Engineer,127605.42,7.1,653.36,22257.17,11488.5,139027.45
490,Employee_476,Product,Product Manager,148152.58,19.18,2049.21,8141.85,10725.51,147618.13
491,Employee_77,Sales,Sales Executive,101209.31,0.34,24.82,2487.37,14970.17,88751.33
492,Employee_290,HR,HR Manager,83853.89,11.0,665.19,2744.12,11974.03,75289.17
493,Employee_41,HR,Recruiter,77665.37,8.75,490.08,187.35,5504.88,72837.92
494,Employee_54,Engineering,Software Engineer,118746.07,4.52,387.07,21034.23,12181.66,127985.71
495,Employee_361,Product,UI/UX Designer,110841.6,5.67,453.22,17329.93,13562.23,115062.52
496,Employee_318,Sales,Sales Executive,80543.81,5.78,335.73,13371.04,6289.36,87961.22
497,Employee_454,Customer Support,Support Specialist,60689.17,12.57,550.14,6757.02,5254.86,62741.47
498,Employee_260,Engineering,Software Engineer,131317.29,10.8,1022.76,18980.84,8444.56,142876.33
499,Employee_190,Sales,Sales Executive,107110.25,4.28,330.6,8328.64,6365.5,109403.99
500,Employee_247,Finance,Accountant,84445.3,12.48,760.01,6819.23,5992.81,86031.73
501,Employee_426,Marketing,Marketing Manager,82738.51,8.88,529.84,12419.68,7037.18,88650.85
502,Employee_332,Finance,Financial Analyst,92894.33,19.51,1307.0,4544.48,7114.96,91630.85
